salary, info
Low,Science M.S.inBiologicalSciences Postgraduate 2011 Bachelor 3.43 internal A3 
Medium,Science B.S.inMathematicalSciences Undergraduate 2011 Bachelor 2.86 multi-modal B2 
Medium,Business Business Undergraduate 2011 Bachelor 3.19 internal A3 
Medium,Science B.A.inBiologicalSciences Undergraduate 2011 High-school 3.36 internal A3 
Medium,Science M.S.inBiologicalSciences Postgraduate 2011 High-school 3.74 internal A2 
Medium,Business MSCF Postgraduate 2011 High-school 3.66 multi-modal A2 
Medium,Business Economics Undergraduate 2011 Bachelor 2.9 multi-modal B1 
Low,ComputerScience M.S.inComputerScience Postgraduate 2011 Bachelor 3.73 internal A3 
Low,Science M.S.inBiologicalSciences Postgraduate 2011 Bachelor 3.36 internal B1 
Medium,Science M.S.inBiologicalSciences Postgraduate 2011 Bachelor 3.75 multi-modal A2 
Medium,Science B.A.inBiologicalSciences Undergraduate 2011 High-school 3.72 multi-modal B2 
Low,Science B.A.inChemistry Undergraduate 2011 High-school 3.87 internal A3 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2011 Bachelor 3.24 internal B1 
Medium,Business MSCF Postgraduate 2011 Bachelor 3.83 external A3 
Low,Science B.A.inBiologicalSciences Undergraduate 2011 Bachelor 3.54 multi-modal A2 
Medium,Science B.S.inMathematicalSciences Undergraduate 2011 Bachelor 2.89 internal B2 
Medium,Business Economics Undergraduate 2011 Bachelor 3.92 internal B2 
Medium,Science B.A.inChemistry Undergraduate 2011 Bachelor 3.26 internal A3 
Medium,Business Economics Undergraduate 2011 High-school 3.72 internal A3 
Low,InformationSystem M.S.inInformationTechnology Postgraduate 2011 High-school 2.86 internal A3 
Medium,Science M.S.inChemistry Postgraduate 2011 High-school 3.65 multi-modal C 
Medium,Business Business Undergraduate 2011 Bachelor 3.45 internal A2 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2011 High-school 2.99 internal B2 
Medium,Business Business Undergraduate 2011 Bachelor 3.37 multi-modal A3 
Medium,Science B.A.inChemistry Undergraduate 2011 Bachelor 3.4 internal A3 
Low,Science M.S.inBiologicalSciences Postgraduate 2011 High-school 3.92 multi-modal A2 
Medium,Business MBA Postgraduate 2011 Bachelor 2.93 external A1 
Medium,Business Economics Undergraduate 2011 High-school 3.92 internal B2 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2011 Bachelor 2.99 internal A3 
Medium,Business MSCF Postgraduate 2011 High-school 3.06 internal B2 
Medium,Business MSCF Postgraduate 2011 High-school 3.24 multi-modal A3 
Medium,Business Economics Undergraduate 2011 High-school 3.36 internal B1 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2011 High-school 3.05 multi-modal A3 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2011 Bachelor 3.41 internal A3 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2011 Bachelor 3.12 internal A3 
Medium,Business Economics Undergraduate 2011 Bachelor 3.48 internal B1 
Medium,Business MBA Postgraduate 2011 Bachelor 3.94 external B1 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2011 High-school 3.52 internal A3 
Medium,Business MSCF Postgraduate 2011 High-school 2.84 external B1 
Medium,Business Business Undergraduate 2011 High-school 3.89 multi-modal A3 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2011 Bachelor 3.69 internal B2 
Medium,Science B.A.inBiologicalSciences Undergraduate 2011 Bachelor 3.23 external A3 
Low,Business MBA Postgraduate 2011 Bachelor 3.83 multi-modal B2 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2011 High-school 3.99 internal B3 
Low,Science B.S.inMathematicalSciences Undergraduate 2011 High-school 3.34 internal B2 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2011 Bachelor 3.36 external B2 
Medium,Business MSCF Postgraduate 2011 Bachelor 3.12 internal A2 
Medium,Science B.A.inBiologicalSciences Undergraduate 2011 High-school 2.84 multi-modal A3 
Low,Business MSCF Postgraduate 2011 High-school 3.19 internal A3 
Low,Science B.A.inChemistry Undergraduate 2011 Bachelor 3.13 internal B2 
Medium,Science M.S.inChemistry Postgraduate 2011 Bachelor 3.21 internal A3 
Medium,Science B.A.inBiologicalSciences Undergraduate 2011 Bachelor 3.13 multi-modal A3 
Low,Business Business Undergraduate 2011 Bachelor 3.07 multi-modal A2 
Medium,Business Business Undergraduate 2011 High-school 3.13 internal A2 
Medium,Business Business Undergraduate 2011 Bachelor 3.11 internal A3 
Low,Science B.A.inBiologicalSciences Undergraduate 2011 Bachelor 3.69 internal B2 
Medium,Business Economics Undergraduate 2011 High-school 3.91 external B2 
Medium,Science B.A.inChemistry Undergraduate 2011 High-school 3.14 multi-modal B2 
Medium,Business Business Undergraduate 2011 Bachelor 2.88 internal A3 
Low,Business MBA Postgraduate 2011 High-school 3.16 external B2 
Medium,Business MBA Postgraduate 2011 High-school 3.04 internal A2 
Medium,Business Economics Undergraduate 2011 High-school 2.95 internal A3 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2011 Bachelor 3.08 external A3 
NoPay,Science B.S.inMathematicalSciences Undergraduate 2011 Bachelor 3.46 multi-modal A3 
NoPay,Science M.S.inChemistry Postgraduate 2011 Bachelor 3.48 multi-modal B1 
Low,InformationSystem M.S.inInformationSystemManagement Postgraduate 2011 Bachelor 3.07 internal A3 
Medium,Science M.S.inChemistry Postgraduate 2011 High-school 3.89 multi-modal B2 
Medium,Business Business Undergraduate 2011 Bachelor 3.57 internal A3 
Medium,Science B.A.inBiologicalSciences Undergraduate 2011 Bachelor 3.64 internal B2 
High,ComputerScience M.S.inComputerScience Postgraduate 2011 High-school 3.51 internal B3 
Medium,Science B.A.inBiologicalSciences Undergraduate 2011 High-school 3.07 internal B1 
Low,Business Economics Undergraduate 2011 High-school 2.81 multi-modal F 
Low,ComputerScience M.S.inComputerScience Postgraduate 2011 High-school 3.62 internal A3 
Low,Business Economics Undergraduate 2011 Bachelor 3.58 multi-modal B2 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2011 Bachelor 3.52 internal B2 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2011 Bachelor 2.86 multi-modal B1 
Medium,Science M.S.inBiologicalSciences Postgraduate 2011 High-school 3.95 internal B1 
Medium,Business MSCF Postgraduate 2011 Bachelor 3.47 internal A3 
Low,Science M.S.inBiologicalSciences Postgraduate 2011 Bachelor 3.14 internal B2 
Low,ComputerScience B.S.inComputerScience Postgraduate 2011 Bachelor 3.61 multi-modal B1 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2011 High-school 3.71 internal B2 
High,Business MSCF Postgraduate 2011 High-school 2.86 internal B2 
High,Science B.A.inBiologicalSciences Undergraduate 2011 Bachelor 3.66 multi-modal B1 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2011 Bachelor 2.93 internal A2 
High,Science B.A.inChemistry Undergraduate 2011 High-school 3.93 internal B1 
High,Science M.S.inBiologicalSciences Postgraduate 2011 High-school 3.91 multi-modal B1 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2011 High-school 3.56 external B2 
High,Business Business Undergraduate 2011 High-school 3.73 internal A2 
High,Science B.S.inMathematicalSciences Undergraduate 2012 High-school 3.75 internal B1 
Medium,Business Business Undergraduate 2012 High-school 2.85 internal B2 
Low,Business MBA Postgraduate 2012 High-school 3.07 internal B2 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2012 High-school 3.66 internal B1 
Low,Science B.A.inChemistry Undergraduate 2012 High-school 3.78 internal B3 
Excellent,Science B.A.inChemistry Undergraduate 2012 High-school 3.48 internal A3 
High,Science B.S.inMathematicalSciences Undergraduate 2012 High-school 3.9 internal B1 
Excellent,InformationSystem M.S.inInformationSystemManagement Postgraduate 2012 High-school 2.83 internal A3 
Medium,Business MSCF Postgraduate 2012 High-school 2.98 internal A3 
Excellent,ComputerScience B.S.inComputerScience Postgraduate 2012 High-school 3.73 multi-modal A3 
Excellent,Business Economics Undergraduate 2012 High-school 3.62 multi-modal A3 
Low,Business MSCF Postgraduate 2012 High-school 3.52 internal B3 
NoPay,Science M.S.inBiologicalSciences Postgraduate 2012 Bachelor 2.88 internal B2 
NoPay,Science B.S.inMathematicalSciences Undergraduate 2012 Bachelor 3.12 multi-modal B2 
NoPay,Business Business Undergraduate 2012 High-school 3.49 internal B1 
NoPay,Science B.A.inBiologicalSciences Undergraduate 2012 High-school 3.03 internal A3 
NoPay,Science M.S.inBiologicalSciences Postgraduate 2012 Bachelor 3.28 internal B1 
NoPay,Business MSCF Postgraduate 2012 High-school 3.91 external A2 
NoPay,Business Economics Undergraduate 2012 Bachelor 3.5 internal B1 
Excellent,ComputerScience M.S.inComputerScience Postgraduate 2012 Bachelor 3.16 internal B1 
Excellent,Business Business Undergraduate 2012 High-school 3.07 internal B2 
Excellent,ComputerScience M.S.inComputerScience Postgraduate 2012 High-school 3.8 internal A3 
Excellent,Science B.A.inChemistry Undergraduate 2012 Bachelor 3.84 internal B1 
Excellent,Science B.A.inBiologicalSciences Undergraduate 2012 High-school 3.47 internal B2 
Excellent,InformationSystem M.S.inInformationTechnology Postgraduate 2012 High-school 3.97 multi-modal B2 
Excellent,Business Business Undergraduate 2012 High-school 3.04 external F 
Excellent,Science M.S.inChemistry Postgraduate 2012 Bachelor 3.21 multi-modal B2 
Excellent,Business MBA Postgraduate 2012 Bachelor 3.87 internal B2 
NoPay,InformationSystem M.S.inInformationTechnology Postgraduate 2012 Bachelor 3.38 multi-modal B3 
Excellent,InformationSystem M.S.inInformationTechnology Postgraduate 2012 Bachelor 3.22 multi-modal A1 
Excellent,Business Economics Undergraduate 2012 High-school 2.95 internal A3 
Excellent,ComputerScience B.S.inComputerScience Postgraduate 2012 High-school 2.89 internal A3 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2012 High-school 3.67 internal B1 
Medium,Science B.A.inChemistry Undergraduate 2012 High-school 3.36 internal B1 
Low,Business MBA Postgraduate 2012 High-school 2.97 external A3 
Medium,Business Business Undergraduate 2012 High-school 2.89 multi-modal A3 
NoPay,Business Business Undergraduate 2012 Bachelor 2.9 internal A3 
Medium,Business Business Undergraduate 2012 High-school 3.19 internal B2 
NoPay,InformationSystem M.S.inInformationTechnology Postgraduate 2012 High-school 3.6 internal B2 
Medium,Business Business Undergraduate 2012 High-school 4 internal A3 
Medium,Business MSCF Postgraduate 2012 High-school 3.04 internal A3 
Medium,Science B.A.inChemistry Undergraduate 2012 Bachelor 3.29 internal A3 
NoPay,Business Economics Undergraduate 2012 Bachelor 3.02 external A3 
Medium,Science B.A.inChemistry Undergraduate 2012 Bachelor 3.45 internal B2 
Low,InformationSystem M.S.inInformationSystemManagement Postgraduate 2012 High-school 3.64 multi-modal A3 
Medium,Science B.A.inChemistry Undergraduate 2012 High-school 3.38 internal B2 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2012 High-school 3.48 internal A3 
Low,Business Economics Undergraduate 2012 High-school 3.89 multi-modal B3 
Medium,Science M.S.inChemistry Postgraduate 2012 Bachelor 3.43 internal A3 
Medium,Business Economics Undergraduate 2012 High-school 3.71 internal C 
Medium,Business Business Undergraduate 2012 High-school 3.63 external A3 
Low,Science B.A.inBiologicalSciences Undergraduate 2012 High-school 3.19 internal A3 
Medium,Science B.A.inBiologicalSciences Undergraduate 2012 Bachelor 3.77 external A3 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2012 Bachelor 3.13 internal A3 
Medium,Science B.S.inMathematicalSciences Undergraduate 2012 High-school 4 internal C 
Low,Science M.S.inChemistry Postgraduate 2012 Bachelor 2.81 internal C 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2012 Bachelor 3.15 internal B1 
Low,Business MBA Postgraduate 2012 Bachelor 2.89 internal F 
Medium,Business Business Undergraduate 2012 High-school 3.87 multi-modal B2 
Medium,Science B.A.inBiologicalSciences Undergraduate 2012 Bachelor 3.6 internal B1 
Medium,Science M.S.inChemistry Postgraduate 2012 Bachelor 3.07 internal B1 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2012 High-school 3.38 multi-modal A3 
Low,InformationSystem M.S.inInformationTechnology Postgraduate 2012 High-school 3.48 multi-modal A1 
Medium,Science M.S.inBiologicalSciences Postgraduate 2012 Bachelor 3.04 internal B2 
Medium,Business MSCF Postgraduate 2012 Bachelor 3.07 multi-modal A3 
Low,ComputerScience M.S.inComputerScience Postgraduate 2012 High-school 3.9 external B1 
Low,Business MBA Postgraduate 2012 High-school 3.24 internal A2 
Medium,Science M.S.inChemistry Postgraduate 2012 Bachelor 3.22 external B1 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2012 High-school 2.92 multi-modal A3 
Low,Business Business Undergraduate 2012 Bachelor 3.92 internal A3 
Low,Science B.A.inChemistry Undergraduate 2012 High-school 3.2 internal B1 
Medium,Science M.S.inBiologicalSciences Postgraduate 2012 Bachelor 3.82 external A3 
Low,Science B.A.inChemistry Undergraduate 2012 High-school 2.92 internal F 
Medium,Business MSCF Postgraduate 2012 Bachelor 3.01 internal B2 
Medium,Business Business Undergraduate 2012 High-school 3.99 multi-modal B1 
Medium,Science B.S.inMathematicalSciences Undergraduate 2012 High-school 3.56 multi-modal B2 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2012 High-school 3.47 internal A3 
Low,ComputerScience B.S.inComputerScience Postgraduate 2012 High-school 3.11 internal B2 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2012 High-school 3.96 internal B2 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2012 Bachelor 3.33 internal A3 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2012 High-school 3.73 internal A3 
Medium,Science M.S.inChemistry Postgraduate 2012 Bachelor 3.13 internal A3 
Medium,Business Business Undergraduate 2012 Bachelor 3.28 internal B1 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2012 Bachelor 3.1 internal B1 
Medium,Science M.S.inBiologicalSciences Postgraduate 2012 High-school 3.4 internal B1 
Low,Science M.S.inChemistry Postgraduate 2012 Bachelor 3.19 internal A3 
Medium,Science M.S.inBiologicalSciences Postgraduate 2012 High-school 3.61 internal A3 
Medium,Business MSCF Postgraduate 2012 Bachelor 3.05 multi-modal B1 
Medium,Science B.A.inChemistry Undergraduate 2012 Bachelor 3.7 internal A3 
Low,Business Economics Undergraduate 2012 Bachelor 3.94 internal B2 
Medium,Business MBA Postgraduate 2012 High-school 3.97 external B2 
Medium,Science B.A.inBiologicalSciences Undergraduate 2012 High-school 3.8 multi-modal A3 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2012 High-school 3.26 multi-modal B1 
Medium,Business Business Undergraduate 2012 High-school 2.81 multi-modal C 
Medium,Science B.A.inBiologicalSciences Undergraduate 2012 Bachelor 3.76 multi-modal B2 
Medium,Science M.S.inBiologicalSciences Postgraduate 2012 High-school 3.76 multi-modal F 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2012 Bachelor 3.02 internal B1 
Medium,Science B.A.inChemistry Undergraduate 2012 High-school 3.42 internal A2 
NoPay,InformationSystem M.S.inInformationTechnology Postgraduate 2012 High-school 3.28 multi-modal B1 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2012 Bachelor 3.03 multi-modal B2 
Medium,Science M.S.inChemistry Postgraduate 2012 High-school 3.19 multi-modal A3 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2012 Bachelor 3.19 internal B3 
Medium,Science B.S.inMathematicalSciences Undergraduate 2012 Bachelor 3.78 multi-modal A3 
Medium,Science B.A.inBiologicalSciences Undergraduate 2012 Bachelor 3.86 internal A3 
Medium,Business Economics Undergraduate 2012 Bachelor 3.74 multi-modal B2 
Medium,Science B.S.inMathematicalSciences Undergraduate 2012 High-school 3.69 internal B1 
Medium,Business MBA Postgraduate 2012 High-school 3.62 external B2 
Low,Science M.S.inBiologicalSciences Postgraduate 2012 Bachelor 3.52 multi-modal B1 
Low,Science B.A.inChemistry Undergraduate 2012 High-school 2.91 internal A3 
Medium,Science M.S.inChemistry Postgraduate 2012 Bachelor 4 internal B2 
Medium,Business Business Undergraduate 2012 Bachelor 3.54 internal B2 
Medium,Science M.S.inChemistry Postgraduate 2012 High-school 3.4 multi-modal B2 
Low,InformationSystem M.S.inInformationSystemManagement Postgraduate 2012 High-school 3.03 internal B3 
Low,Business MBA Postgraduate 2012 Bachelor 3.35 internal A2 
Medium,Science M.S.inChemistry Postgraduate 2012 High-school 3.87 internal B2 
Medium,Science B.S.inMathematicalSciences Undergraduate 2012 High-school 2.93 internal B2 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2012 High-school 3.31 multi-modal B1 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2012 Bachelor 3.82 internal A3 
Medium,Science B.S.inMathematicalSciences Undergraduate 2012 Bachelor 2.96 internal B1 
Medium,Business MBA Postgraduate 2012 Bachelor 3.09 internal B1 
Medium,Business MBA Postgraduate 2012 High-school 3.96 internal B1 
Medium,Science B.A.inBiologicalSciences Undergraduate 2012 Bachelor 3.03 internal A3 
Medium,Business MBA Postgraduate 2012 Bachelor 3.36 internal A3 
Medium,Science B.S.inMathematicalSciences Undergraduate 2012 Bachelor 3.73 multi-modal A3 
Low,InformationSystem M.S.inInformationTechnology Postgraduate 2012 High-school 3.22 internal B3 
Low,Science M.S.inBiologicalSciences Postgraduate 2012 Bachelor 2.8 internal A3 
Medium,Business MSCF Postgraduate 2012 Bachelor 3.99 internal A1 
Medium,Business Business Undergraduate 2012 Bachelor 3.36 internal B1 
Medium,Business Economics Undergraduate 2012 High-school 3.52 internal B1 
Medium,Science M.S.inChemistry Postgraduate 2012 Bachelor 3.26 internal B1 
Medium,Science B.S.inMathematicalSciences Undergraduate 2012 High-school 3.96 multi-modal B2 
Low,Science M.S.inBiologicalSciences Postgraduate 2012 Bachelor 3.2 external A1 
Medium,Business MBA Postgraduate 2012 Bachelor 3.59 internal A3 
Medium,Science M.S.inChemistry Postgraduate 2012 High-school 3.54 internal A2 
Low,Science M.S.inBiologicalSciences Postgraduate 2012 Bachelor 3.98 internal B1 
Medium,Business Economics Undergraduate 2012 Bachelor 3.34 multi-modal F 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2012 Bachelor 3.52 internal B2 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2012 High-school 3.45 internal B2 
Medium,Science M.S.inChemistry Postgraduate 2012 Bachelor 3.19 multi-modal B2 
Medium,Business Business Undergraduate 2012 Bachelor 3.99 internal B1 
Low,InformationSystem M.S.inInformationSystemManagement Postgraduate 2012 Bachelor 3.28 multi-modal A3 
Medium,Science M.S.inBiologicalSciences Postgraduate 2012 High-school 3.91 internal B2 
Medium,Science M.S.inChemistry Postgraduate 2012 Bachelor 3.57 internal A3 
Medium,Science M.S.inBiologicalSciences Postgraduate 2012 High-school 3.11 internal A2 
Low,Business MSCF Postgraduate 2012 Bachelor 3.02 internal B1 
Low,Science B.A.inChemistry Undergraduate 2012 Bachelor 3.53 internal B1 
Medium,Business Economics Undergraduate 2012 Bachelor 3.16 internal A3 
Medium,Business MBA Postgraduate 2012 High-school 3.37 multi-modal A1 
Medium,Science B.A.inBiologicalSciences Undergraduate 2012 High-school 3.03 internal A3 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2012 High-school 3.06 internal B2 
Medium,Business Business Undergraduate 2012 High-school 3.44 internal A3 
Medium,Science B.A.inBiologicalSciences Undergraduate 2012 Bachelor 3.88 internal A1 
Medium,Science M.S.inBiologicalSciences Postgraduate 2012 High-school 3.04 internal A3 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2012 Bachelor 3.04 multi-modal B1 
Medium,Science B.A.inChemistry Undergraduate 2012 High-school 3.44 external B2 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2012 High-school 2.83 multi-modal A3 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2012 Bachelor 3 internal B2 
Medium,Science M.S.inChemistry Postgraduate 2012 High-school 2.92 multi-modal B1 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2012 Bachelor 3.94 internal B1 
Low,Science B.S.inMathematicalSciences Undergraduate 2012 Bachelor 2.9 internal A3 
Medium,Science B.A.inBiologicalSciences Undergraduate 2012 Bachelor 3.93 multi-modal A3 
Medium,Business Economics Undergraduate 2012 Bachelor 2.92 internal A3 
Low,Science B.S.inMathematicalSciences Undergraduate 2007 High-school 3.03 internal B1 
Medium,Business MBA Postgraduate 2008 High-school 3.75 internal B2 
Medium,Science M.S.inBiologicalSciences Postgraduate 2006 Bachelor 3.64 internal B1 
Medium,Science B.A.inChemistry Undergraduate 2000 High-school 3.44 internal A2 
Medium,Science M.S.inChemistry Postgraduate 2011 Bachelor 2.89 internal A2 
Medium,Business Business Undergraduate 2011 Bachelor 3.21 multi-modal B1 
Low,Science M.S.inChemistry Postgraduate 2012 High-school 3.74 internal B1 
Low,InformationSystem M.S.inInformationSystemManagement Postgraduate 2012 High-school 3.54 multi-modal B1 
Medium,Business MBA Postgraduate 2012 Bachelor 3.27 internal B1 
Medium,Science M.S.inChemistry Postgraduate 2012 High-school 3.31 internal B1 
Low,Science B.S.inMathematicalSciences Undergraduate 2012 High-school 3.96 internal A3 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2012 High-school 3.07 internal B2 
Low,InformationSystem M.S.inInformationSystemManagement Postgraduate 2012 Bachelor 3.41 internal B3 
Medium,Science B.S.inMathematicalSciences Undergraduate 2007 Bachelor 3.95 external B2 
Medium,Business MBA Postgraduate 2008 Bachelor 3.16 external B1 
Medium,Business MBA Postgraduate 2006 High-school 3.45 multi-modal A3 
Low,InformationSystem M.S.inInformationTechnology Postgraduate 2000 Bachelor 3.74 internal B1 
Low,InformationSystem M.S.inInformationTechnology Postgraduate 2011 High-school 3.33 multi-modal A3 
Medium,Science M.S.inChemistry Postgraduate 2011 Bachelor 3.24 internal B1 
Medium,Business Business Undergraduate 2012 Bachelor 3.3 internal A3 
Low,InformationSystem M.S.inInformationSystemManagement Postgraduate 2012 Bachelor 3.02 multi-modal A2 
Medium,Science M.S.inBiologicalSciences Postgraduate 2012 High-school 3.42 internal B2 
Medium,Science M.S.inChemistry Postgraduate 2012 Bachelor 3.26 external B2 
Low,Science M.S.inBiologicalSciences Postgraduate 2012 High-school 3.95 internal B2 
Medium,Business MSCF Postgraduate 2012 Bachelor 3.02 internal B1 
Medium,Science B.A.inChemistry Undergraduate 2012 Bachelor 3.84 internal A3 
Medium,Business Economics Undergraduate 2007 Bachelor 3.02 internal A3 
Medium,Business MBA Postgraduate 2008 High-school 3.23 internal A1 
Medium,Science B.A.inBiologicalSciences Undergraduate 2006 High-school 2.88 multi-modal A3 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2000 High-school 3.49 internal A3 
Medium,Business Business Undergraduate 2011 High-school 2.85 external A3 
Medium,Science B.A.inBiologicalSciences Undergraduate 2011 Bachelor 3.23 internal A3 
Medium,Science M.S.inBiologicalSciences Postgraduate 2012 High-school 3.43 internal B1 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2012 Bachelor 2.82 internal A3 
Medium,Science B.A.inChemistry Undergraduate 2012 High-school 2.82 internal A3 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2012 High-school 3.94 external B3 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2012 Bachelor 3.06 multi-modal C 
Medium,Science M.S.inChemistry Postgraduate 2012 High-school 3.42 multi-modal B1 
NoPay,InformationSystem M.S.inInformationSystemManagement Postgraduate 2012 Bachelor 2.84 internal A2 
Medium,Science B.S.inMathematicalSciences Undergraduate 2007 Bachelor 3.3 internal B2 
Medium,Science B.A.inBiologicalSciences Undergraduate 2008 Bachelor 3.88 internal B2 
Medium,Business Economics Undergraduate 2006 Bachelor 3.33 internal B2 
Low,Science B.S.inMathematicalSciences Undergraduate 2000 High-school 2.95 internal C 
Medium,Business MBA Postgraduate 2011 High-school 2.99 multi-modal B2 
Medium,Science M.S.inBiologicalSciences Postgraduate 2011 Bachelor 3.64 internal B1 
Medium,Science B.A.inChemistry Undergraduate 2012 High-school 3.05 multi-modal B2 
Low,Science M.S.inChemistry Postgraduate 2012 Bachelor 3.96 internal B1 
Low,Business Business Undergraduate 2012 Bachelor 3.59 internal A2 
Medium,Science M.S.inChemistry Postgraduate 2012 High-school 3.3 multi-modal B2 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2012 High-school 3.18 internal A3 
Medium,Business MBA Postgraduate 2012 Bachelor 3.55 external B2 
Medium,Science M.S.inChemistry Postgraduate 2012 High-school 3.43 internal A3 
Low,Science B.S.inMathematicalSciences Undergraduate 2007 High-school 2.86 multi-modal A2 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2008 High-school 3.19 internal A3 
Low,InformationSystem M.S.inInformationSystemManagement Postgraduate 2006 Bachelor 3.36 internal B1 
Medium,Science B.S.inMathematicalSciences Undergraduate 2000 Bachelor 3.74 internal A3 
Medium,Business MBA Postgraduate 2011 Bachelor 3.66 multi-modal C 
Medium,Business MBA Postgraduate 2011 High-school 2.9 multi-modal B2 
Low,InformationSystem M.S.inInformationTechnology Postgraduate 2012 Bachelor 3.73 internal C 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2012 High-school 3.36 internal B2 
Low,Science M.S.inChemistry Postgraduate 2012 Bachelor 3.75 multi-modal F 
Low,Business Business Undergraduate 2012 Bachelor 3.72 multi-modal B1 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2012 Bachelor 3.87 internal B2 
Medium,Science M.S.inBiologicalSciences Postgraduate 2012 High-school 3.24 internal A3 
Medium,Science M.S.inChemistry Postgraduate 2012 Bachelor 3.83 external B1 
Medium,Science M.S.inBiologicalSciences Postgraduate 2007 High-school 3.54 multi-modal B1 
Medium,Business MSCF Postgraduate 2008 Bachelor 2.89 internal B2 
Medium,Science B.A.inChemistry Undergraduate 2006 Bachelor 3.92 internal A3 
Medium,Business Economics Undergraduate 2000 Bachelor 3.26 internal A3 
Medium,Business MBA Postgraduate 2011 High-school 3.72 internal A3 
Medium,Science B.A.inBiologicalSciences Undergraduate 2011 High-school 2.86 internal B1 
Low,ComputerScience M.S.inComputerScience Postgraduate 2012 High-school 3.65 multi-modal A2 
Medium,Business Business Undergraduate 2012 High-school 3.45 internal A1 
Medium,Science B.A.inBiologicalSciences Undergraduate 2012 Bachelor 2.99 internal A1 
Medium,Science M.S.inBiologicalSciences Postgraduate 2012 High-school 3.37 multi-modal B2 
High,ComputerScience M.S.inComputerScience Postgraduate 2012 Bachelor 3.4 internal F 
High,Science B.A.inChemistry Undergraduate 2012 High-school 3.92 multi-modal B1 
Low,InformationSystem M.S.inInformationTechnology Postgraduate 2012 High-school 2.93 external A3 
High,ComputerScience M.S.inComputerScience Postgraduate 2007 Bachelor 3.92 internal B2 
Medium,Science M.S.inChemistry Postgraduate 2008 High-school 2.99 internal B1 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2006 Bachelor 3.06 internal F 
High,Science B.S.inMathematicalSciences Undergraduate 2000 Bachelor 3.24 multi-modal B2 
Medium,Science B.A.inBiologicalSciences Undergraduate 2011 Bachelor 3.36 internal A3 
High,Business Economics Undergraduate 2011 Bachelor 3.05 multi-modal A2 
High,Science B.S.inMathematicalSciences Undergraduate 2012 High-school 3.41 internal C 
High,Business MBA Postgraduate 2012 High-school 3.12 internal B1 
High,Science M.S.inBiologicalSciences Postgraduate 2012 Bachelor 3.48 internal A2 
Medium,Science B.A.inChemistry Undergraduate 2012 High-school 3.94 external B2 
Medium,Science M.S.inChemistry Postgraduate 2012 Bachelor 3.52 internal A3 
Medium,Business Business Undergraduate 2012 Bachelor 2.84 external A3 
